moduleId/I, z_cm/D, r_cm/D, eta/D, phi/D, sensorSpacing_cm/D
102013, 15.279200, 106.407799, 0.143102, 1.653470, 0.180000
102014, 25.307899, 107.012199, 0.234345, 1.653470, 0.180008
102015, 34.908100, 106.407799, 0.322443, 1.653470, 0.180000
102016, 45.013199, 107.012199, 0.409127, 1.653470, 0.180008
102017, 54.385300, 106.407799, 0.491120, 1.653470, 0.180000
102018, 64.566299, 107.012199, 0.571699, 1.653470, 0.180008
102019, 73.712196, 106.407799, 0.646703, 1.653470, 0.180000
102020, 83.968498, 107.012199, 0.720647, 1.653470, 0.180008
102021, 92.889900, 106.407799, 0.788634, 1.653470, 0.180000
102022, 103.221001, 107.012199, 0.856099, 1.653470, 0.180008
102023, 111.918999, 106.407799, 0.917527, 1.653470, 0.180000
102100, -111.920998, 109.012199, -0.900116, 1.736143, 0.179993
102101, -101.556999, 108.407799, -0.835975, 1.736143, 0.180000
102102, -92.736702, 109.012199, -0.771771, 1.736143, 0.179993
102103, -82.446404, 108.407799, -0.701543, 1.736143, 0.180000
102104, -73.402702, 109.012199, -0.630692, 1.736143, 0.179993
102105, -63.187500, 108.407799, -0.554079, 1.736143, 0.180000
102106, -53.918400, 109.012199, -0.476385, 1.736143, 0.179993
102107, -43.778702, 108.407799, -0.393592, 1.736143, 0.180000
102108, -34.282398, 109.012199, -0.309517, 1.736143, 0.179993
102109, -24.218901, 108.407799, -0.221588, 1.736143, 0.180000
102110, -14.493600, 109.012199, -0.132565, 1.736143, 0.179993
102111, -4.506830, 108.407799, -0.041561, 1.736143, 0.180000
102112, 5.449230, 109.012199, 0.049967, 1.736143, 0.179993
102113, 15.279200, 108.407799, 0.140479, 1.736143, 0.180000
102114, 25.307899, 109.012199, 0.230120, 1.736143, 0.179993
102115, 34.908100, 108.407799, 0.316687, 1.736143, 0.180000
102116, 45.013199, 109.012199, 0.402003, 1.736143, 0.179993
102117, 54.385300, 108.407799, 0.482708, 1.736143, 0.180000
102118, 64.566299, 109.012199, 0.562198, 1.736143, 0.179993
102119, 73.712196, 108.407799, 0.636166, 1.736143, 0.180000
102120, 83.968498, 109.012199, 0.709282, 1.736143, 0.179993
102121, 92.889900, 108.407799, 0.776453, 1.736143, 0.180000
102122, 103.221001, 109.012199, 0.843306, 1.736143, 0.179993
102123, 111.918999, 108.407799, 0.904091, 1.736143, 0.180000
102200, -111.920998, 107.012199, -0.913440, 1.818817, 0.180000
102201, -101.556999, 106.407799, -0.848769, 1.818817, 0.179993
102202, -92.736702, 107.012199, -0.783833, 1.818817, 0.180000
102203, -82.446404, 106.407799, -0.712881, 1.818817, 0.179993
102204, -73.402702, 107.012199, -0.641101, 1.818817, 0.180000
102205, -63.187500, 106.407799, -0.563522, 1.818817, 0.179993
102206, -53.918400, 107.012199, -0.484655, 1.818817, 0.180000
102207, -43.778702, 106.407799, -0.400621, 1.818817, 0.179993
102208, -34.282398, 107.012199, -0.315119, 1.818817, 0.180000
102209, -24.218901, 106.407799, -0.225684, 1.818817, 0.179993
102210, -14.493600, 107.012199, -0.135028, 1.818817, 0.180000
102211, -4.506830, 106.407799, -0.042342, 1.818817, 0.179993
102212, 5.449230, 107.012199, 0.050900, 1.818817, 0.180000
102213, 15.279200, 106.407799, 0.143102, 1.818817, 0.179993
102214, 25.307899, 107.012199, 0.234345, 1.818817, 0.180000
102215, 34.908100, 106.407799, 0.322443, 1.818817, 0.179993
102216, 45.013199, 107.012199, 0.409127, 1.818817, 0.180000
102217, 54.385300, 106.407799, 0.491120, 1.818817, 0.179993
102218, 64.566299, 107.012199, 0.571699, 1.818817, 0.180000
102219, 73.712196, 106.407799, 0.646703, 1.818817, 0.179993
102220, 83.968498, 107.012199, 0.720647, 1.818817, 0.180000
102221, 92.889900, 106.407799, 0.788634, 1.818817, 0.179993
102222, 103.221001, 107.012199, 0.856099, 1.818817, 0.180000
102223, 111.918999, 106.407799, 0.917527, 1.818817, 0.179993
102300, -111.920998, 109.012199, -0.900116, 1.901490, 0.180000
102301, -101.556999, 108.407799, -0.835975, 1.901490, 0.180000
102302, -92.736702, 109.012199, -0.771771, 1.901490, 0.180000
102303, -82.446404, 108.407799, -0.701543, 1.901490, 0.180000
102304, -73.402702, 109.012199, -0.630692, 1.901490, 0.180000
102305, -63.187500, 108.407799, -0.554079, 1.901490, 0.180000
102306, -53.918400, 109.012199, -0.476385, 1.901490, 0.180000
102307, -43.778702, 108.407799, -0.393592, 1.901490, 0.180000
102308, -34.282398, 109.012199, -0.309517, 1.901490, 0.180000
102309, -24.218901, 108.407799, -0.221588, 1.901490, 0.180000
102310, -14.493600, 109.012199, -0.132565, 1.901490, 0.180000
102311, -4.506830, 108.407799, -0.041561, 1.901490, 0.180000
102312, 5.449230, 109.012199, 0.049967, 1.901490, 0.180000
102313, 15.279200, 108.407799, 0.140479, 1.901490, 0.180000
102314, 25.307899, 109.012199, 0.230120, 1.901490, 0.180000
102315, 34.908100, 108.407799, 0.316687, 1.901490, 0.180000
102316, 45.013199, 109.012199, 0.402003, 1.901490, 0.180000
102317, 54.385300, 108.407799, 0.482708, 1.901490, 0.180000
102318, 64.566299, 109.012199, 0.562198, 1.901490, 0.180000
102319, 73.712196, 108.407799, 0.636166, 1.901490, 0.180000
102320, 83.968498, 109.012199, 0.709282, 1.901490, 0.180000
102321, 92.889900, 108.407799, 0.776453, 1.901490, 0.180000
102322, 103.221001, 109.012199, 0.843306, 1.901490, 0.180000
102323, 111.918999, 108.407799, 0.904091, 1.901490, 0.180000
102400, -111.920998, 107.012199, -0.913440, 1.984164, 0.180000
102401, -101.556999, 106.407799, -0.848769, 1.984164, 0.180008
102402, -92.736702, 107.012199, -0.783833, 1.984164, 0.180000
102403, -82.446404, 106.407799, -0.712881, 1.984164, 0.180008
102404, -73.402702, 107.012199, -0.641101, 1.984164, 0.180000
102405, -63.187500, 106.407799, -0.563522, 1.984164, 0.180008
102406, -53.918400, 107.012199, -0.484655, 1.984164, 0.180000
102407, -43.778702, 106.407799, -0.400621, 1.984164, 0.180008
102408, -34.282398, 107.012199, -0.315119, 1.984164, 0.180000
102409, -24.218901, 106.407799, -0.225684, 1.984164, 0.180008
102410, -14.493600, 107.012199, -0.135028, 1.984164, 0.180000
102411, -4.506830, 106.407799, -0.042342, 1.984164, 0.180008
102412, 5.449230, 107.012199, 0.050900, 1.984164, 0.180000
102413, 15.279200, 106.407799, 0.143102, 1.984164, 0.180008
102414, 25.307899, 107.012199, 0.234345, 1.984164, 0.180000
102415, 34.908100, 106.407799, 0.322443, 1.984164, 0.180008
102416, 45.013199, 107.012199, 0.409127, 1.984164, 0.180000
102417, 54.385300, 106.407799, 0.491120, 1.984164, 0.180008
102418, 64.566299, 107.012199, 0.571699, 1.984164, 0.180000
102419, 73.712196, 106.407799, 0.646703, 1.984164, 0.180008
102420, 83.968498, 107.012199, 0.720647, 1.984164, 0.180000
102421, 92.889900, 106.407799, 0.788634, 1.984164, 0.180008
102422, 103.221001, 107.012199, 0.856099, 1.984164, 0.180000
102423, 111.918999, 106.407799, 0.917527, 1.984164, 0.180008
102500, -111.920998, 109.012199, -0.900116, 2.066837, 0.180008
102501, -101.556999, 108.407799, -0.835975, 2.066837, 0.180000
102502, -92.736702, 109.012199, -0.771771, 2.066837, 0.180008
102503, -82.446404, 108.407799, -0.701543, 2.066837, 0.180000
102504, -73.402702, 109.012199, -0.630692, 2.066837, 0.180008
102505, -63.187500, 108.407799, -0.554079, 2.066837, 0.180000
102506, -53.918400, 109.012199, -0.476385, 2.066837, 0.180008
102507, -43.778702, 108.407799, -0.393592, 2.066837, 0.180000
102508, -34.282398, 109.012199, -0.309517, 2.066837, 0.180008
102509, -24.218901, 108.407799, -0.221588, 2.066837, 0.180000
102510, -14.493600, 109.012199, -0.132565, 2.066837, 0.180008
102511, -4.506830, 108.407799, -0.041561, 2.066837, 0.180000
102512, 5.449230, 109.012199, 0.049967, 2.066837, 0.180008
102513, 15.279200, 108.407799, 0.140479, 2.066837, 0.180000
102514, 25.307899, 109.012199, 0.230120, 2.066837, 0.180008
102515, 34.908100, 108.407799, 0.316687, 2.066837, 0.180000
102516, 45.013199, 109.012199, 0.402003, 2.066837, 0.180008
102517, 54.385300, 108.407799, 0.482708, 2.066837, 0.180000
102518, 64.566299, 109.012199, 0.562198, 2.066837, 0.180008
102519, 73.712196, 108.407799, 0.636166, 2.066837, 0.180000
102520, 83.968498, 109.012199, 0.709282, 2.066837, 0.180008
102521, 92.889900, 108.407799, 0.776453, 2.066837, 0.180000
102522, 103.221001, 109.012199, 0.843306, 2.066837, 0.180008
102523, 111.918999, 108.407799, 0.904091, 2.066837, 0.180000
102600, -111.920998, 107.012199, -0.913440, 2.149511, 0.180000
102601, -101.556999, 106.407799, -0.848769, 2.149511, 0.180000
102602, -92.736702, 107.012199, -0.783833, 2.149511, 0.180000
102603, -82.446404, 106.407799, -0.712881, 2.149511, 0.180000
102604, -73.402702, 107.012199, -0.641101, 2.149511, 0.180000
102605, -63.187500, 106.407799, -0.563522, 2.149511, 0.180000
102606, -53.918400, 107.012199, -0.484655, 2.149511, 0.180000
102607, -43.778702, 106.407799, -0.400621, 2.149511, 0.180000
102608, -34.282398, 107.012199, -0.315119, 2.149511, 0.180000
102609, -24.218901, 106.407799, -0.225684, 2.149511, 0.180000
102610, -14.493600, 107.012199, -0.135028, 2.149511, 0.180000
102611, -4.506830, 106.407799, -0.042342, 2.149511, 0.180000
102612, 5.449230, 107.012199, 0.050900, 2.149511, 0.180000
102613, 15.279200, 106.407799, 0.143102, 2.149511, 0.180000
102614, 25.307899, 107.012199, 0.234345, 2.149511, 0.180000
102615, 34.908100, 106.407799, 0.322443, 2.149511, 0.180000
102616, 45.013199, 107.012199, 0.409127, 2.149511, 0.180000
102617, 54.385300, 106.407799, 0.491120, 2.149511, 0.180000
102618, 64.566299, 107.012199, 0.571699, 2.149511, 0.180000
102619, 73.712196, 106.407799, 0.646703, 2.149511, 0.180000
102620, 83.968498, 107.012199, 0.720647, 2.149511, 0.180000
102621, 92.889900, 106.407799, 0.788634, 2.149511, 0.180000
102622, 103.221001, 107.012199, 0.856099, 2.149511, 0.180000
102623, 111.918999, 106.407799, 0.917527, 2.149511, 0.180000
102700, -111.920998, 109.012199, -0.900116, 2.232184, 0.180008
102701, -101.556999, 108.407806, -0.835975, 2.232184, 0.179993
102702, -92.736702, 109.012199, -0.771771, 2.232184, 0.180008
102703, -82.446404, 108.407806, -0.701543, 2.232184, 0.179993
102704, -73.402702, 109.012199, -0.630692, 2.232184, 0.180008
102705, -63.187500, 108.407806, -0.554079, 2.232184, 0.179993
102706, -53.918400, 109.012199, -0.476385, 2.232184, 0.180008
102707, -43.778702, 108.407806, -0.393592, 2.232184, 0.179993
102708, -34.282398, 109.012199, -0.309517, 2.232184, 0.180008
102709, -24.218901, 108.407806, -0.221588, 2.232184, 0.179993
102710, -14.493600, 109.012199, -0.132565, 2.232184, 0.180008
102711, -4.506830, 108.407806, -0.041561, 2.232184, 0.179993
102712, 5.449230, 109.012199, 0.049967, 2.232184, 0.180008
102713, 15.279200, 108.407806, 0.140479, 2.232184, 0.179993
102714, 25.307899, 109.012199, 0.230120, 2.232184, 0.180008
102715, 34.908100, 108.407806, 0.316687, 2.232184, 0.179993
102716, 45.013199, 109.012199, 0.402003, 2.232184, 0.180008
102717, 54.385300, 108.407806, 0.482708, 2.232184, 0.179993
102718, 64.566299, 109.012199, 0.562198, 2.232184, 0.180008
102719, 73.712196, 108.407806, 0.636166, 2.232184, 0.179993
102720, 83.968498, 109.012199, 0.709282, 2.232184, 0.180008
102721, 92.889900, 108.407806, 0.776453, 2.232184, 0.179993
102722, 103.221001, 109.012199, 0.843306, 2.232184, 0.180008
102723, 111.918999, 108.407806, 0.904091, 2.232184, 0.179993
102800, -111.920998, 107.012199, -0.913440, 2.314858, 0.180000
102801, -101.556999, 106.407799, -0.848769, 2.314858, 0.179993
102802, -92.736702, 107.012199, -0.783833, 2.314858, 0.180000
102803, -82.446404, 106.407799, -0.712881, 2.314858, 0.179993
102804, -73.402702, 107.012199, -0.641101, 2.314858, 0.180000
102805, -63.187500, 106.407799, -0.563522, 2.314858, 0.179993
102806, -53.918400, 107.012199, -0.484655, 2.314858, 0.180000
102807, -43.778702, 106.407799, -0.400621, 2.314858, 0.179993
102808, -34.282398, 107.012199, -0.315119, 2.314858, 0.180000
102809, -24.218901, 106.407799, -0.225684, 2.314858, 0.179993
102810, -14.493600, 107.012199, -0.135028, 2.314858, 0.180000
102811, -4.506830, 106.407799, -0.042342, 2.314858, 0.179993
102812, 5.449230, 107.012199, 0.050900, 2.314858, 0.180000
102813, 15.279200, 106.407799, 0.143102, 2.314858, 0.179993
102814, 25.307899, 107.012199, 0.234345, 2.314858, 0.180000
102815, 34.908100, 106.407799, 0.322443, 2.314858, 0.179993
102816, 45.013199, 107.012199, 0.409127, 2.314858, 0.180000
102817, 54.385300, 106.407799, 0.491120, 2.314858, 0.179993
102818, 64.566299, 107.012199, 0.571699, 2.314858, 0.180000
102819, 73.712196, 106.407799, 0.646703, 2.314858, 0.179993
102820, 83.968498, 107.012199, 0.720647, 2.314858, 0.180000
102821, 92.889900, 106.407799, 0.788634, 2.314858, 0.179993
102822, 103.221001, 107.012199, 0.856099, 2.314858, 0.180000
102823, 111.918999, 106.407799, 0.917527, 2.314858, 0.179993
102900, -111.920998, 109.012199, -0.900116, 2.397531, 0.180000
102901, -101.556999, 108.407806, -0.835975, 2.397531, 0.179993
102902, -92.736702, 109.012199, -0.771771, 2.397531, 0.180000
102903, -82.446404, 108.407806, -0.701543, 2.397531, 0.179993
102904, -73.402702, 109.012199, -0.630692, 2.397531, 0.180000
102905, -63.187500, 108.407806, -0.554079, 2.397531, 0.179993
102906, -53.918400, 109.012199, -0.476385, 2.397531, 0.180000
102907, -43.778702, 108.407806, -0.393592, 2.397531, 0.179993
102908, -34.282398, 109.012199, -0.309517, 2.397531, 0.180000
102909, -24.218901, 108.407806, -0.221588, 2.397531, 0.179993
102910, -14.493600, 109.012199, -0.132565, 2.397531, 0.180000
102911, -4.506830, 108.407806, -0.041561, 2.397531, 0.179993
102912, 5.449230, 109.012199, 0.049967, 2.397531, 0.180000
102913, 15.279200, 108.407806, 0.140479, 2.397531, 0.179993
102914, 25.307899, 109.012199, 0.230120, 2.397531, 0.180000
102915, 34.908100, 108.407806, 0.316687, 2.397531, 0.179993
102916, 45.013199, 109.012199, 0.402003, 2.397531, 0.180000
102917, 54.385300, 108.407806, 0.482708, 2.397531, 0.179993
102918, 64.566299, 109.012199, 0.562198, 2.397531, 0.180000
102919, 73.712196, 108.407806, 0.636166, 2.397531, 0.179993
102920, 83.968498, 109.012199, 0.709282, 2.397531, 0.180000
102921, 92.889900, 108.407806, 0.776453, 2.397531, 0.179993
102922, 103.221001, 109.012199, 0.843306, 2.397531, 0.180000
102923, 111.918999, 108.407806, 0.904091, 2.397531, 0.179993
103000, -111.920998, 107.012199, -0.913440, 2.480205, 0.180000
103001, -101.556999, 106.407799, -0.848769, 2.480205, 0.180000
103002, -92.736702, 107.012199, -0.783833, 2.480205, 0.180000
103003, -82.446404, 106.407799, -0.712881, 2.480205, 0.180000
103004, -73.402702, 107.012199, -0.641101, 2.480205, 0.180000
103005, -63.187500, 106.407799, -0.563522, 2.480205, 0.180000
103006, -53.918400, 107.012199, -0.484655, 2.480205, 0.180000
103007, -43.778702, 106.407799, -0.400621, 2.480205, 0.180000
103008, -34.282398, 107.012199, -0.315119, 2.480205, 0.180000
103009, -24.218901, 106.407799, -0.225684, 2.480205, 0.180000
103010, -14.493600, 107.012199, -0.135028, 2.480205, 0.180000
103011, -4.506830, 106.407799, -0.042342, 2.480205, 0.180000
103012, 5.449230, 107.012199, 0.050900, 2.480205, 0.180000
103013, 15.279200, 106.407799, 0.143102, 2.480205, 0.180000
103014, 25.307899, 107.012199, 0.234345, 2.480205, 0.180000
103015, 34.908100, 106.407799, 0.322443, 2.480205, 0.180000
103016, 45.013199, 107.012199, 0.409127, 2.480205, 0.180000
103017, 54.385300, 106.407799, 0.491120, 2.480205, 0.180000
103018, 64.566299, 107.012199, 0.571699, 2.480205, 0.180000
103019, 73.712196, 106.407799, 0.646703, 2.480205, 0.180000
103020, 83.968498, 107.012199, 0.720647, 2.480205, 0.180000
103021, 92.889900, 106.407799, 0.788634, 2.480205, 0.180000
103022, 103.221001, 107.012199, 0.856099, 2.480205, 0.180000
103023, 111.918999, 106.407799, 0.917527, 2.480205, 0.180000
103100, -111.920998, 109.012199, -0.900116, 2.562878, 0.179993
103101, -101.556999, 108.407806, -0.835975, 2.562878, 0.179993
103102, -92.736702, 109.012199, -0.771771, 2.562878, 0.179993
103103, -82.446404, 108.407806, -0.701543, 2.562878, 0.179993
103104, -73.402702, 109.012199, -0.630692, 2.562878, 0.179993
103105, -63.187500, 108.407806, -0.554079, 2.562878, 0.179993
103106, -53.918400, 109.012199, -0.476385, 2.562878, 0.179993
103107, -43.778702, 108.407806, -0.393592, 2.562878, 0.179993
103108, -34.282398, 109.012199, -0.309517, 2.562878, 0.179993
103109, -24.218901, 108.407806, -0.221588, 2.562878, 0.179993
103110, -14.493600, 109.012199, -0.132565, 2.562878, 0.179993
103111, -4.506830, 108.407806, -0.041561, 2.562878, 0.179993
103112, 5.449230, 109.012199, 0.049967, 2.562878, 0.179993
103113, 15.279200, 108.407806, 0.140479, 2.562878, 0.179993
103114, 25.307899, 109.012199, 0.230120, 2.562878, 0.179993
103115, 34.908100, 108.407806, 0.316687, 2.562878, 0.179993
103116, 45.013199, 109.012199, 0.402003, 2.562878, 0.179993
103117, 54.385300, 108.407806, 0.482708, 2.562878, 0.179993
103118, 64.566299, 109.012199, 0.562198, 2.562878, 0.179993
103119, 73.712196, 108.407806, 0.636166, 2.562878, 0.179993
103120, 83.968498, 109.012199, 0.709282, 2.562878, 0.179993
103121, 92.889900, 108.407806, 0.776453, 2.562878, 0.179993
103122, 103.221001, 109.012199, 0.843306, 2.562878, 0.179993
103123, 111.918999, 108.407806, 0.904091, 2.562878, 0.179993
103200, -111.920998, 107.012199, -0.913440, 2.645552, 0.180000
103201, -101.556999, 106.407806, -0.848769, 2.645552, 0.179993
103202, -92.736702, 107.012199, -0.783833, 2.645552, 0.180000
103203, -82.446404, 106.407806, -0.712881, 2.645552, 0.179993
103204, -73.402702, 107.012199, -0.641101, 2.645552, 0.180000
103205, -63.187500, 106.407806, -0.563522, 2.645552, 0.179993
103206, -53.918400, 107.012199, -0.484655, 2.645552, 0.180000
103207, -43.778702, 106.407806, -0.400621, 2.645552, 0.179993
103208, -34.282398, 107.012199, -0.315119, 2.645552, 0.180000
103209, -24.218901, 106.407806, -0.225684, 2.645552, 0.179993
103210, -14.493600, 107.012199, -0.135028, 2.645552, 0.180000
103211, -4.506830, 106.407806, -0.042342, 2.645552, 0.179993
103212, 5.449230, 107.012199, 0.050900, 2.645552, 0.180000
103213, 15.279200, 106.407806, 0.143102, 2.645552, 0.179993
103214, 25.307899, 107.012199, 0.234345, 2.645552, 0.180000
103215, 34.908100, 106.407806, 0.322443, 2.645552, 0.179993
103216, 45.013199, 107.012199, 0.409127, 2.645552, 0.180000
103217, 54.385300, 106.407806, 0.491120, 2.645552, 0.179993
103218, 64.566299, 107.012199, 0.571699, 2.645552, 0.180000
103219, 73.712196, 106.407806, 0.646703, 2.645552, 0.179993
103220, 83.968498, 107.012199, 0.720647, 2.645552, 0.180000
103221, 92.889900, 106.407806, 0.788634, 2.645552, 0.179993
103222, 103.221001, 107.012199, 0.856099, 2.645552, 0.180000
103223, 111.918999, 106.407806, 0.917527, 2.645552, 0.179993
103300, -111.920998, 109.012199, -0.900116, 2.728225, 0.180008
103301, -101.556999, 108.407799, -0.835975, 2.728225, 0.180000
103302, -92.736702, 109.012199, -0.771771, 2.728225, 0.180008
103303, -82.446404, 108.407799, -0.701543, 2.728225, 0.180000
103304, -73.402702, 109.012199, -0.630692, 2.728225, 0.180008
103305, -63.187500, 108.407799, -0.554079, 2.728225, 0.180000
103306, -53.918400, 109.012199, -0.476385, 2.728225, 0.180008
103307, -43.778702, 108.407799, -0.393592, 2.728225, 0.180000
103308, -34.282398, 109.012199, -0.309517, 2.728225, 0.180008
103309, -24.218901, 108.407799, -0.221588, 2.728225, 0.180000
103310, -14.493600, 109.012199, -0.132565, 2.728225, 0.180008
103311, -4.506830, 108.407799, -0.041561, 2.728225, 0.180000
103312, 5.449230, 109.012199, 0.049967, 2.728225, 0.180008
103313, 15.279200, 108.407799, 0.140479, 2.728225, 0.180000
103314, 25.307899, 109.012199, 0.230120, 2.728225, 0.180008
103315, 34.908100, 108.407799, 0.316687, 2.728225, 0.180000
103316, 45.013199, 109.012199, 0.402003, 2.728225, 0.180008
103317, 54.385300, 108.407799, 0.482708, 2.728225, 0.180000
103318, 64.566299, 109.012199, 0.562198, 2.728225, 0.180008
103319, 73.712196, 108.407799, 0.636166, 2.728225, 0.180000
103320, 83.968498, 109.012199, 0.709282, 2.728225, 0.180008
103321, 92.889900, 108.407799, 0.776453, 2.728225, 0.180000
103322, 103.221001, 109.012199, 0.843306, 2.728225, 0.180008
103323, 111.918999, 108.407799, 0.904091, 2.728225, 0.180000
103400, -111.920998, 107.012199, -0.913440, 2.810899, 0.180000
103401, -101.556999, 106.407799, -0.848769, 2.810899, 0.180000
103402, -92.736702, 107.012199, -0.783833, 2.810899, 0.180000
103403, -82.446404, 106.407799, -0.712881, 2.810899, 0.180000
103404, -73.402702, 107.012199, -0.641101, 2.810899, 0.180000
103405, -63.187500, 106.407799, -0.563522, 2.810899, 0.180000
103406, -53.918400, 107.012199, -0.484655, 2.810899, 0.180000
103407, -43.778702, 106.407799, -0.400621, 2.810899, 0.180000
103408, -34.282398, 107.012199, -0.315119, 2.810899, 0.180000
103409, -24.218901, 106.407799, -0.225684, 2.810899, 0.180000
103410, -14.493600, 107.012199, -0.135028, 2.810899, 0.180000
103411, -4.506830, 106.407799, -0.042342, 2.810899, 0.180000
103412, 5.449230, 107.012199, 0.050900, 2.810899, 0.180000
103413, 15.279200, 106.407799, 0.143102, 2.810899, 0.180000
103414, 25.307899, 107.012199, 0.234345, 2.810899, 0.180000
103415, 34.908100, 106.407799, 0.322443, 2.810899, 0.180000
103416, 45.013199, 107.012199, 0.409127, 2.810899, 0.180000
103417, 54.385300, 106.407799, 0.491120, 2.810899, 0.180000
103418, 64.566299, 107.012199, 0.571699, 2.810899, 0.180000
103419, 73.712196, 106.407799, 0.646703, 2.810899, 0.180000
103420, 83.968498, 107.012199, 0.720647, 2.810899, 0.180000
103421, 92.889900, 106.407799, 0.788634, 2.810899, 0.180000
103422, 103.221001, 107.012199, 0.856099, 2.810899, 0.180000
103423, 111.918999, 106.407799, 0.917527, 2.810899, 0.180000
103500, -111.920998, 109.012199, -0.900116, 2.893572, 0.180000
103501, -101.556999, 108.407806, -0.835975, 2.893572, 0.179993
103502, -92.736702, 109.012199, -0.771771, 2.893572, 0.180000
103503, -82.446404, 108.407806, -0.701543, 2.893572, 0.179993
103504, -73.402702, 109.012199, -0.630692, 2.893572, 0.180000
103505, -63.187500, 108.407806, -0.554079, 2.893572, 0.179993
103506, -53.918400, 109.012199, -0.476385, 2.893572, 0.180000
103507, -43.778702, 108.407806, -0.393592, 2.893572, 0.179993
103508, -34.282398, 109.012199, -0.309517, 2.893572, 0.180000
103509, -24.218901, 108.407806, -0.221588, 2.893572, 0.179993
103510, -14.493600, 109.012199, -0.132565, 2.893572, 0.180000
103511, -4.506830, 108.407806, -0.041561, 2.893572, 0.179993
103512, 5.449230, 109.012199, 0.049967, 2.893572, 0.180000
103513, 15.279200, 108.407806, 0.140479, 2.893572, 0.179993
103514, 25.307899, 109.012199, 0.230120, 2.893572, 0.180000
103515, 34.908100, 108.407806, 0.316687, 2.893572, 0.179993
103516, 45.013199, 109.012199, 0.402003, 2.893572, 0.180000
103517, 54.385300, 108.407806, 0.482708, 2.893572, 0.179993
103518, 64.566299, 109.012199, 0.562198, 2.893572, 0.180000
103519, 73.712196, 108.407806, 0.636166, 2.893572, 0.179993
103520, 83.968498, 109.012199, 0.709282, 2.893572, 0.180000
103521, 92.889900, 108.407806, 0.776453, 2.893572, 0.179993
103522, 103.221001, 109.012199, 0.843306, 2.893572, 0.180000
103523, 111.918999, 108.407806, 0.904091, 2.893572, 0.179993
103600, -111.920998, 107.012207, -0.913440, 2.976246, 0.179993
103601, -101.556999, 106.407799, -0.848769, 2.976246, 0.180000
103602, -92.736702, 107.012207, -0.783833, 2.976246, 0.179993
103603, -82.446404, 106.407799, -0.712881, 2.976246, 0.180000
103604, -73.402702, 107.012207, -0.641100, 2.976246, 0.179993
103605, -63.187500, 106.407799, -0.563522, 2.976246, 0.180000
103606, -53.918400, 107.012207, -0.484655, 2.976246, 0.179993
103607, -43.778702, 106.407799, -0.400621, 2.976246, 0.180000
103608, -34.282398, 107.012207, -0.315119, 2.976246, 0.179993
103609, -24.218901, 106.407799, -0.225684, 2.976246, 0.180000
103610, -14.493600, 107.012207, -0.135028, 2.976246, 0.179993
103611, -4.506830, 106.407799, -0.042342, 2.976246, 0.180000
103612, 5.449230, 107.012207, 0.050900, 2.976246, 0.179993
103613, 15.279200, 106.407799, 0.143102, 2.976246, 0.180000
103614, 25.307899, 107.012207, 0.234345, 2.976246, 0.179993
103615, 34.908100, 106.407799, 0.322443, 2.976246, 0.180000
103616, 45.013199, 107.012207, 0.409127, 2.976246, 0.179993
103617, 54.385300, 106.407799, 0.491120, 2.976246, 0.180000
103618, 64.566299, 107.012207, 0.571699, 2.976246, 0.179993
103619, 73.712196, 106.407799, 0.646703, 2.976246, 0.180000
103620, 83.968498, 107.012207, 0.720647, 2.976246, 0.179993
103621, 92.889900, 106.407799, 0.788634, 2.976246, 0.180000
103622, 103.221001, 107.012207, 0.856099, 2.976246, 0.179993
103623, 111.918999, 106.407799, 0.917527, 2.976246, 0.180000
103700, -111.920998, 109.012199, -0.900116, 3.058919, 0.180000
103701, -101.556999, 108.407791, -0.835975, 3.058919, 0.180008
103702, -92.736702, 109.012199, -0.771771, 3.058919, 0.180000
103703, -82.446404, 108.407791, -0.701543, 3.058919, 0.180008
103704, -73.402702, 109.012199, -0.630692, 3.058919, 0.180000
103705, -63.187500, 108.407791, -0.554079, 3.058919, 0.180008
103706, -53.918400, 109.012199, -0.476385, 3.058919, 0.180000
103707, -43.778702, 108.407791, -0.393592, 3.058919, 0.180008
103708, -34.282398, 109.012199, -0.309517, 3.058919, 0.180000
103709, -24.218901, 108.407791, -0.221588, 3.058919, 0.180008
103710, -14.493600, 109.012199, -0.132565, 3.058919, 0.180000
103711, -4.506830, 108.407791, -0.041561, 3.058919, 0.180008
103712, 5.449230, 109.012199, 0.049967, 3.058919, 0.180000
103713, 15.279200, 108.407791, 0.140479, 3.058919, 0.180008
103714, 25.307899, 109.012199, 0.230120, 3.058919, 0.180000
103715, 34.908100, 108.407791, 0.316687, 3.058919, 0.180008
103716, 45.013199, 109.012199, 0.402003, 3.058919, 0.180000
103717, 54.385300, 108.407791, 0.482708, 3.058919, 0.180008
103718, 64.566299, 109.012199, 0.562198, 3.058919, 0.180000
103719, 73.712196, 108.407791, 0.636166, 3.058919, 0.180008
103720, 83.968498, 109.012199, 0.709282, 3.058919, 0.180000
103721, 92.889900, 108.407791, 0.776453, 3.058919, 0.180008
103722, 103.221001, 109.012199, 0.843306, 3.058919, 0.180000
103723, 111.918999, 108.407791, 0.904092, 3.058919, 0.180008
103800, -111.920998, 107.012199, -0.913440, -3.141593, 0.180000
103801, -101.556999, 106.407799, -0.848769, -3.141593, 0.180000
103802, -92.736702, 107.012199, -0.783833, -3.141593, 0.180000
