moduleId/I, z_cm/D, r_cm/D, eta/D, phi/D, sensorSpacing_cm/D
82722, 103.221001, 69.612396, 1.185182, -2.748893, 0.180000
82723, 111.918999, 69.008003, 1.260495, -2.748893, 0.179993
82800, -111.920998, 67.612198, -1.277952, -2.617994, 0.180000
82801, -101.556999, 67.007797, -1.203385, -2.617994, 0.180000
82802, -92.736702, 67.612198, -1.121362, -2.617994, 0.180000
82803, -82.446404, 67.007797, -1.035290, -2.617994, 0.180000
82804, -73.402702, 67.612198, -0.940655, -2.617994, 0.180000
82805, -63.187500, 67.007797, -0.840480, -2.617994, 0.180000
82806, -53.918400, 67.612198, -0.730688, -2.617994, 0.180000
82807, -43.778702, 67.007797, -0.614020, -2.617994, 0.180000
82808, -34.282398, 67.612198, -0.487504, -2.617994, 0.180000
82809, -24.218901, 67.007797, -0.353994, -2.617994, 0.180000
82810, -14.493600, 67.612198, -0.212755, -2.617994, 0.180000
82811, -4.506830, 67.007797, -0.067208, -2.617994, 0.180000
82812, 5.449230, 67.612198, 0.080508, -2.617994, 0.180000
82813, 15.279200, 67.007797, 0.226090, -2.617994, 0.180000
82814, 25.307899, 67.612198, 0.366078, -2.617994, 0.180000
82815, 34.908100, 67.007797, 0.499876, -2.617994, 0.180000
82816, 45.013199, 67.612198, 0.624387, -2.617994, 0.180000
82817, 54.385300, 67.007797, 0.741721, -2.617994, 0.180000
82818, 64.566299, 67.612198, 0.849157, -2.617994, 0.180000
82819, 73.712196, 67.007797, 0.950383, -2.617994, 0.180000
82820, 83.968498, 67.612198, 1.042531, -2.617994, 0.180000
82821, 92.889900, 67.007797, 1.129967, -2.617994, 0.180000
82822, 103.221001, 67.612198, 1.209462, -2.617994, 0.180000
82823, 111.918999, 67.007797, 1.285632, -2.617994, 0.180000
82900, -111.920998, 69.612396, -1.253096, -2.487094, 0.180000
82901, -101.556999, 69.007996, -1.178945, -2.487094, 0.180000
82902, -92.736702, 69.612396, -1.097924, -2.487094, 0.180000
82903, -82.446404, 69.007996, -1.012599, -2.487094, 0.180000
82904, -73.402702, 69.612396, -0.919355, -2.487094, 0.180000
82905, -63.187500, 69.007996, -0.820458, -2.487094, 0.180000
82906, -53.918400, 69.612396, -0.712673, -2.487094, 0.180000
82907, -43.778702, 69.007996, -0.598098, -2.487094, 0.180000
82908, -34.282398, 69.612396, -0.474472, -2.487094, 0.180000
82909, -24.218901, 69.007996, -0.344126, -2.487094, 0.180000
82910, -14.493600, 69.612396, -0.206729, -2.487094, 0.180000
82911, -4.506830, 69.007996, -0.065262, -2.487094, 0.180000
82912, 5.449230, 69.612396, 0.078200, -2.487094, 0.180000
82913, 15.279200, 69.007996, 0.219642, -2.487094, 0.180000
82914, 25.307899, 69.612396, 0.355988, -2.487094, 0.180000
82915, 34.908100, 69.007996, 0.486443, -2.487094, 0.180000
82916, 45.013199, 69.612396, 0.608393, -2.487094, 0.180000
82917, 54.385300, 69.007996, 0.723350, -2.487094, 0.180000
82918, 64.566299, 69.612396, 0.829177, -2.487094, 0.180000
82919, 73.712196, 69.007996, 0.928764, -2.487094, 0.180000
82920, 83.968498, 69.612396, 1.019955, -2.487094, 0.180000
82921, 92.889900, 69.007996, 1.106234, -2.487094, 0.180000
82922, 103.221001, 69.612396, 1.185182, -2.487094, 0.180000
82923, 111.918999, 69.007996, 1.260495, -2.487094, 0.180000
83000, -111.920998, 67.612198, -1.277952, -2.356194, 0.180008
83001, -101.556999, 67.007797, -1.203385, -2.356194, 0.180008
83002, -92.736702, 67.612198, -1.121362, -2.356194, 0.180008
83003, -82.446404, 67.007797, -1.035290, -2.356194, 0.180008
83004, -73.402702, 67.612198, -0.940655, -2.356194, 0.180008
83005, -63.187500, 67.007797, -0.840480, -2.356194, 0.180008
83006, -53.918400, 67.612198, -0.730688, -2.356194, 0.180008
83007, -43.778702, 67.007797, -0.614020, -2.356194, 0.180008
83008, -34.282398, 67.612198, -0.487504, -2.356194, 0.180008
83009, -24.218901, 67.007797, -0.353994, -2.356194, 0.180008
83010, -14.493600, 67.612198, -0.212755, -2.356194, 0.180008
83011, -4.506830, 67.007797, -0.067208, -2.356194, 0.180008
83012, 5.449230, 67.612198, 0.080508, -2.356194, 0.180008
83013, 15.279200, 67.007797, 0.226090, -2.356194, 0.180008
83014, 25.307899, 67.612198, 0.366078, -2.356194, 0.180008
83015, 34.908100, 67.007797, 0.499876, -2.356194, 0.180008
83016, 45.013199, 67.612198, 0.624387, -2.356194, 0.180008
83017, 54.385300, 67.007797, 0.741721, -2.356194, 0.180008
83018, 64.566299, 67.612198, 0.849157, -2.356194, 0.180008
83019, 73.712196, 67.007797, 0.950383, -2.356194, 0.180008
83020, 83.968498, 67.612198, 1.042531, -2.356194, 0.180008
83021, 92.889900, 67.007797, 1.129967, -2.356194, 0.180008
83022, 103.221001, 67.612198, 1.209462, -2.356194, 0.180008
83023, 111.918999, 67.007797, 1.285632, -2.356194, 0.180008
83100, -111.920998, 69.612396, -1.253096, -2.225295, 0.180000
83101, -101.556999, 69.007996, -1.178945, -2.225295, 0.180000
83102, -92.736702, 69.612396, -1.097924, -2.225295, 0.180000
83103, -82.446404, 69.007996, -1.012599, -2.225295, 0.180000
83104, -73.402702, 69.612396, -0.919355, -2.225295, 0.180000
83105, -63.187500, 69.007996, -0.820458, -2.225295, 0.180000
83106, -53.918400, 69.612396, -0.712673, -2.225295, 0.180000
83107, -43.778702, 69.007996, -0.598098, -2.225295, 0.180000
83108, -34.282398, 69.612396, -0.474472, -2.225295, 0.180000
83109, -24.218901, 69.007996, -0.344126, -2.225295, 0.180000
83110, -14.493600, 69.612396, -0.206729, -2.225295, 0.180000
83111, -4.506830, 69.007996, -0.065262, -2.225295, 0.180000
83112, 5.449230, 69.612396, 0.078200, -2.225295, 0.180000
83113, 15.279200, 69.007996, 0.219642, -2.225295, 0.180000
83114, 25.307899, 69.612396, 0.355988, -2.225295, 0.180000
83115, 34.908100, 69.007996, 0.486443, -2.225295, 0.180000
83116, 45.013199, 69.612396, 0.608393, -2.225295, 0.180000
83117, 54.385300, 69.007996, 0.723350, -2.225295, 0.180000
83118, 64.566299, 69.612396, 0.829177, -2.225295, 0.180000
83119, 73.712196, 69.007996, 0.928764, -2.225295, 0.180000
83120, 83.968498, 69.612396, 1.019955, -2.225295, 0.180000
83121, 92.889900, 69.007996, 1.106234, -2.225295, 0.180000
83122, 103.221001, 69.612396, 1.185182, -2.225295, 0.180000
83123, 111.918999, 69.007996, 1.260495, -2.225295, 0.180000
83200, -111.920998, 67.612198, -1.277952, -2.094395, 0.180000
83201, -101.556999, 67.007797, -1.203385, -2.094395, 0.180000
83202, -92.736702, 67.612198, -1.121362, -2.094395, 0.180000
83203, -82.446404, 67.007797, -1.035290, -2.094395, 0.180000
83204, -73.402702, 67.612198, -0.940655, -2.094395, 0.180000
83205, -63.187500, 67.007797, -0.840480, -2.094395, 0.180000
83206, -53.918400, 67.612198, -0.730688, -2.094395, 0.180000
83207, -43.778702, 67.007797, -0.614020, -2.094395, 0.180000
83208, -34.282398, 67.612198, -0.487504, -2.094395, 0.180000
83209, -24.218901, 67.007797, -0.353994, -2.094395, 0.180000
83210, -14.493600, 67.612198, -0.212755, -2.094395, 0.180000
83211, -4.506830, 67.007797, -0.067208, -2.094395, 0.180000
83212, 5.449230, 67.612198, 0.080508, -2.094395, 0.180000
83213, 15.279200, 67.007797, 0.226090, -2.094395, 0.180000
83214, 25.307899, 67.612198, 0.366078, -2.094395, 0.180000
83215, 34.908100, 67.007797, 0.499876, -2.094395, 0.180000
83216, 45.013199, 67.612198, 0.624387, -2.094395, 0.180000
83217, 54.385300, 67.007797, 0.741721, -2.094395, 0.180000
83218, 64.566299, 67.612198, 0.849157, -2.094395, 0.180000
83219, 73.712196, 67.007797, 0.950383, -2.094395, 0.180000
83220, 83.968498, 67.612198, 1.042531, -2.094395, 0.180000
83221, 92.889900, 67.007797, 1.129967, -2.094395, 0.180000
83222, 103.221001, 67.612198, 1.209462, -2.094395, 0.180000
83223, 111.918999, 67.007797, 1.285632, -2.094395, 0.180000
83300, -111.920998, 69.612396, -1.253096, -1.963495, 0.180000
83301, -101.556999, 69.008003, -1.178945, -1.963495, 0.179993
83302, -92.736702, 69.612396, -1.097924, -1.963495, 0.180000
83303, -82.446404, 69.008003, -1.012599, -1.963495, 0.179993
83304, -73.402702, 69.612396, -0.919355, -1.963495, 0.180000
83305, -63.187500, 69.008003, -0.820458, -1.963495, 0.179993
83306, -53.918400, 69.612396, -0.712673, -1.963495, 0.180000
83307, -43.778702, 69.008003, -0.598098, -1.963495, 0.179993
83308, -34.282398, 69.612396, -0.474472, -1.963495, 0.180000
83309, -24.218901, 69.008003, -0.344126, -1.963495, 0.179993
83310, -14.493600, 69.612396, -0.206729, -1.963495, 0.180000
83311, -4.506830, 69.008003, -0.065262, -1.963495, 0.179993
83312, 5.449230, 69.612396, 0.078200, -1.963495, 0.180000
83313, 15.279200, 69.008003, 0.219642, -1.963495, 0.179993
83314, 25.307899, 69.612396, 0.355988, -1.963495, 0.180000
83315, 34.908100, 69.008003, 0.486443, -1.963495, 0.179993
83316, 45.013199, 69.612396, 0.608393, -1.963495, 0.180000
83317, 54.385300, 69.008003, 0.723350, -1.963495, 0.179993
83318, 64.566299, 69.612396, 0.829177, -1.963495, 0.180000
83319, 73.712196, 69.008003, 0.928764, -1.963495, 0.179993
83320, 83.968498, 69.612396, 1.019955, -1.963495, 0.180000
83321, 92.889900, 69.008003, 1.106234, -1.963495, 0.179993
83322, 103.221001, 69.612396, 1.185182, -1.963495, 0.180000
83323, 111.918999, 69.008003, 1.260495, -1.963495, 0.179993
83400, -111.920998, 67.612206, -1.277952, -1.832596, 0.180000
83401, -101.556999, 67.007797, -1.203385, -1.832596, 0.180000
83402, -92.736702, 67.612206, -1.121361, -1.832596, 0.180000
83403, -82.446404, 67.007797, -1.035290, -1.832596, 0.180000
83404, -73.402702, 67.612206, -0.940655, -1.832596, 0.180000
83405, -63.187500, 67.007797, -0.840480, -1.832596, 0.180000
83406, -53.918400, 67.612206, -0.730688, -1.832596, 0.180000
83407, -43.778702, 67.007797, -0.614020, -1.832596, 0.180000
83408, -34.282398, 67.612206, -0.487504, -1.832596, 0.180000
83409, -24.218901, 67.007797, -0.353994, -1.832596, 0.180000
83410, -14.493600, 67.612206, -0.212755, -1.832596, 0.180000
83411, -4.506830, 67.007797, -0.067208, -1.832596, 0.180000
83412, 5.449230, 67.612206, 0.080508, -1.832596, 0.180000
83413, 15.279200, 67.007797, 0.226090, -1.832596, 0.180000
83414, 25.307899, 67.612206, 0.366078, -1.832596, 0.180000
83415, 34.908100, 67.007797, 0.499876, -1.832596, 0.180000
83416, 45.013199, 67.612206, 0.624387, -1.832596, 0.180000
83417, 54.385300, 67.007797, 0.741721, -1.832596, 0.180000
83418, 64.566299, 67.612206, 0.849157, -1.832596, 0.180000
83419, 73.712196, 67.007797, 0.950383, -1.832596, 0.180000
83420, 83.968498, 67.612206, 1.042531, -1.832596, 0.180000
83421, 92.889900, 67.007797, 1.129967, -1.832596, 0.180000
83422, 103.221001, 67.612206, 1.209462, -1.832596, 0.180000
83423, 111.918999, 67.007797, 1.285632, -1.832596, 0.180000
83500, -111.920998, 69.612396, -1.253096, -1.701696, 0.180008
83501, -101.556999, 69.008003, -1.178945, -1.701696, 0.179993
83502, -92.736702, 69.612396, -1.097924, -1.701696, 0.180008
83503, -82.446404, 69.008003, -1.012599, -1.701696, 0.179993
83504, -73.402702, 69.612396, -0.919355, -1.701696, 0.180008
83505, -63.187500, 69.008003, -0.820458, -1.701696, 0.179993
83506, -53.918400, 69.612396, -0.712673, -1.701696, 0.180008
83507, -43.778702, 69.008003, -0.598098, -1.701696, 0.179993
83508, -34.282398, 69.612396, -0.474472, -1.701696, 0.180008
83509, -24.218901, 69.008003, -0.344126, -1.701696, 0.179993
83510, -14.493600, 69.612396, -0.206729, -1.701696, 0.180008
83511, -4.506830, 69.008003, -0.065262, -1.701696, 0.179993
83512, 5.449230, 69.612396, 0.078200, -1.701696, 0.180008
83513, 15.279200, 69.008003, 0.219642, -1.701696, 0.179993
83514, 25.307899, 69.612396, 0.355988, -1.701696, 0.180008
83515, 34.908100, 69.008003, 0.486443, -1.701696, 0.179993
83516, 45.013199, 69.612396, 0.608393, -1.701696, 0.180008
83517, 54.385300, 69.008003, 0.723350, -1.701696, 0.179993
83518, 64.566299, 69.612396, 0.829177, -1.701696, 0.180008
83519, 73.712196, 69.008003, 0.928764, -1.701696, 0.179993
83520, 83.968498, 69.612396, 1.019955, -1.701696, 0.180008
83521, 92.889900, 69.008003, 1.106234, -1.701696, 0.179993
83522, 103.221001, 69.612396, 1.185182, -1.701696, 0.180008
83523, 111.918999, 69.008003, 1.260495, -1.701696, 0.179993
83600, -111.920998, 67.612198, -1.277952, -1.570796, 0.180000
83601, -101.556999, 67.007797, -1.203385, -1.570796, 0.180000
83602, -92.736702, 67.612198, -1.121362, -1.570796, 0.180000
83603, -82.446404, 67.007797, -1.035290, -1.570796, 0.180000
83604, -73.402702, 67.612198, -0.940655, -1.570796, 0.180000
83605, -63.187500, 67.007797, -0.840480, -1.570796, 0.180000
83606, -53.918400, 67.612198, -0.730688, -1.570796, 0.180000
83607, -43.778702, 67.007797, -0.614020, -1.570796, 0.180000
83608, -34.282398, 67.612198, -0.487504, -1.570796, 0.180000
83609, -24.218901, 67.007797, -0.353994, -1.570796, 0.180000
83610, -14.493600, 67.612198, -0.212755, -1.570796, 0.180000
83611, -4.506830, 67.007797, -0.067208, -1.570796, 0.180000
83612, 5.449230, 67.612198, 0.080508, -1.570796, 0.180000
83613, 15.279200, 67.007797, 0.226090, -1.570796, 0.180000
83614, 25.307899, 67.612198, 0.366078, -1.570796, 0.180000
83615, 34.908100, 67.007797, 0.499876, -1.570796, 0.180000
83616, 45.013199, 67.612198, 0.624387, -1.570796, 0.180000
83617, 54.385300, 67.007797, 0.741721, -1.570796, 0.180000
83618, 64.566299, 67.612198, 0.849157, -1.570796, 0.180000
83619, 73.712196, 67.007797, 0.950383, -1.570796, 0.180000
83620, 83.968498, 67.612198, 1.042531, -1.570796, 0.180000
83621, 92.889900, 67.007797, 1.129967, -1.570796, 0.180000
83622, 103.221001, 67.612198, 1.209462, -1.570796, 0.180000
83623, 111.918999, 67.007797, 1.285632, -1.570796, 0.180000
83700, -111.920998, 69.612396, -1.253096, -1.439897, 0.180008
83701, -101.556999, 69.008003, -1.178945, -1.439897, 0.179993
83702, -92.736702, 69.612396, -1.097924, -1.439897, 0.180008
83703, -82.446404, 69.008003, -1.012599, -1.439897, 0.179993
83704, -73.402702, 69.612396, -0.919355, -1.439897, 0.180008
83705, -63.187500, 69.008003, -0.820458, -1.439897, 0.179993
83706, -53.918400, 69.612396, -0.712673, -1.439897, 0.180008
83707, -43.778702, 69.008003, -0.598098, -1.439897, 0.179993
83708, -34.282398, 69.612396, -0.474472, -1.439897, 0.180008
83709, -24.218901, 69.008003, -0.344126, -1.439897, 0.179993
83710, -14.493600, 69.612396, -0.206729, -1.439897, 0.180008
83711, -4.506830, 69.008003, -0.065262, -1.439897, 0.179993
83712, 5.449230, 69.612396, 0.078200, -1.439897, 0.180008
83713, 15.279200, 69.008003, 0.219642, -1.439897, 0.179993
83714, 25.307899, 69.612396, 0.355988, -1.439897, 0.180008
83715, 34.908100, 69.008003, 0.486443, -1.439897, 0.179993
83716, 45.013199, 69.612396, 0.608393, -1.439897, 0.180008
83717, 54.385300, 69.008003, 0.723350, -1.439897, 0.179993
83718, 64.566299, 69.612396, 0.829177, -1.439897, 0.180008
83719, 73.712196, 69.008003, 0.928764, -1.439897, 0.179993
83720, 83.968498, 69.612396, 1.019955, -1.439897, 0.180008
83721, 92.889900, 69.008003, 1.106234, -1.439897, 0.179993
83722, 103.221001, 69.612396, 1.185182, -1.439897, 0.180008
83723, 111.918999, 69.008003, 1.260495, -1.439897, 0.179993
83800, -111.920998, 67.612206, -1.277952, -1.308997, 0.180000
83801, -101.556999, 67.007797, -1.203385, -1.308997, 0.180000
83802, -92.736702, 67.612206, -1.121361, -1.308997, 0.180000
83803, -82.446404, 67.007797, -1.035290, -1.308997, 0.180000
83804, -73.402702, 67.612206, -0.940655, -1.308997, 0.180000
83805, -63.187500, 67.007797, -0.840480, -1.308997, 0.180000
83806, -53.918400, 67.612206, -0.730688, -1.308997, 0.180000
83807, -43.778702, 67.007797, -0.614020, -1.308997, 0.180000
83808, -34.282398, 67.612206, -0.487504, -1.308997, 0.180000
83809, -24.218901, 67.007797, -0.353994, -1.308997, 0.180000
83810, -14.493600, 67.612206, -0.212755, -1.308997, 0.180000
83811, -4.506830, 67.007797, -0.067208, -1.308997, 0.180000
83812, 5.449230, 67.612206, 0.080508, -1.308997, 0.180000
83813, 15.279200, 67.007797, 0.226090, -1.308997, 0.180000
83814, 25.307899, 67.612206, 0.366078, -1.308997, 0.180000
83815, 34.908100, 67.007797, 0.499876, -1.308997, 0.180000
83816, 45.013199, 67.612206, 0.624387, -1.308997, 0.180000
83817, 54.385300, 67.007797, 0.741721, -1.308997, 0.180000
83818, 64.566299, 67.612206, 0.849157, -1.308997, 0.180000
83819, 73.712196, 67.007797, 0.950383, -1.308997, 0.180000
83820, 83.968498, 67.612206, 1.042531, -1.308997, 0.180000
83821, 92.889900, 67.007797, 1.129967, -1.308997, 0.180000
83822, 103.221001, 67.612206, 1.209462, -1.308997, 0.180000
83823, 111.918999, 67.007797, 1.285632, -1.308997, 0.180000
83900, -111.920998, 69.612396, -1.253096, -1.178097, 0.180000
83901, -101.556999, 69.008003, -1.178945, -1.178097, 0.179993
83902, -92.736702, 69.612396, -1.097924, -1.178097, 0.180000
83903, -82.446404, 69.008003, -1.012599, -1.178097, 0.179993
83904, -73.402702, 69.612396, -0.919355, -1.178097, 0.180000
83905, -63.187500, 69.008003, -0.820458, -1.178097, 0.179993
83906, -53.918400, 69.612396, -0.712673, -1.178097, 0.180000
83907, -43.778702, 69.008003, -0.598098, -1.178097, 0.179993
83908, -34.282398, 69.612396, -0.474472, -1.178097, 0.180000
83909, -24.218901, 69.008003, -0.344126, -1.178097, 0.179993
83910, -14.493600, 69.612396, -0.206729, -1.178097, 0.180000
83911, -4.506830, 69.008003, -0.065262, -1.178097, 0.179993
83912, 5.449230, 69.612396, 0.078200, -1.178097, 0.180000
83913, 15.279200, 69.008003, 0.219642, -1.178097, 0.179993
83914, 25.307899, 69.612396, 0.355988, -1.178097, 0.180000
83915, 34.908100, 69.008003, 0.486443, -1.178097, 0.179993
83916, 45.013199, 69.612396, 0.608393, -1.178097, 0.180000
83917, 54.385300, 69.008003, 0.723350, -1.178097, 0.179993
83918, 64.566299, 69.612396, 0.829177, -1.178097, 0.180000
83919, 73.712196, 69.008003, 0.928764, -1.178097, 0.179993
83920, 83.968498, 69.612396, 1.019955, -1.178097, 0.180000
83921, 92.889900, 69.008003, 1.106234, -1.178097, 0.179993
83922, 103.221001, 69.612396, 1.185182, -1.178097, 0.180000
83923, 111.918999, 69.008003, 1.260495, -1.178097, 0.179993
84000, -111.920998, 67.612198, -1.277952, -1.047198, 0.180000
84001, -101.556999, 67.007797, -1.203385, -1.047198, 0.180000
84002, -92.736702, 67.612198, -1.121362, -1.047198, 0.180000
84003, -82.446404, 67.007797, -1.035290, -1.047198, 0.180000
84004, -73.402702, 67.612198, -0.940655, -1.047198, 0.180000
84005, -63.187500, 67.007797, -0.840480, -1.047198, 0.180000
84006, -53.918400, 67.612198, -0.730688, -1.047198, 0.180000
84007, -43.778702, 67.007797, -0.614020, -1.047198, 0.180000
84008, -34.282398, 67.612198, -0.487504, -1.047198, 0.180000
84009, -24.218901, 67.007797, -0.353994, -1.047198, 0.180000
84010, -14.493600, 67.612198, -0.212755, -1.047198, 0.180000
84011, -4.506830, 67.007797, -0.067208, -1.047198, 0.180000
84012, 5.449230, 67.612198, 0.080508, -1.047198, 0.180000
84013, 15.279200, 67.007797, 0.226090, -1.047198, 0.180000
84014, 25.307899, 67.612198, 0.366078, -1.047198, 0.180000
84015, 34.908100, 67.007797, 0.499876, -1.047198, 0.180000
84016, 45.013199, 67.612198, 0.624387, -1.047198, 0.180000
84017, 54.385300, 67.007797, 0.741721, -1.047198, 0.180000
84018, 64.566299, 67.612198, 0.849157, -1.047198, 0.180000
84019, 73.712196, 67.007797, 0.950383, -1.047198, 0.180000
84020, 83.968498, 67.612198, 1.042531, -1.047198, 0.180000
84021, 92.889900, 67.007797, 1.129967, -1.047198, 0.180000
84022, 103.221001, 67.612198, 1.209462, -1.047198, 0.180000
84023, 111.918999, 67.007797, 1.285632, -1.047198, 0.180000
84100, -111.920998, 69.612396, -1.253096, -0.916298, 0.180000
84101, -101.556999, 69.007996, -1.178945, -0.916298, 0.180000
84102, -92.736702, 69.612396, -1.097924, -0.916298, 0.180000
84103, -82.446404, 69.007996, -1.012599, -0.916298, 0.180000
84104, -73.402702, 69.612396, -0.919355, -0.916298, 0.180000
84105, -63.187500, 69.007996, -0.820458, -0.916298, 0.180000
84106, -53.918400, 69.612396, -0.712673, -0.916298, 0.180000
84107, -43.778702, 69.007996, -0.598098, -0.916298, 0.180000
84108, -34.282398, 69.612396, -0.474472, -0.916298, 0.180000
84109, -24.218901, 69.007996, -0.344126, -0.916298, 0.180000
84110, -14.493600, 69.612396, -0.206729, -0.916298, 0.180000
84111, -4.506830, 69.007996, -0.065262, -0.916298, 0.180000
84112, 5.449230, 69.612396, 0.078200, -0.916298, 0.180000
84113, 15.279200, 69.007996, 0.219642, -0.916298, 0.180000
84114, 25.307899, 69.612396, 0.355988, -0.916298, 0.180000
84115, 34.908100, 69.007996, 0.486443, -0.916298, 0.180000
84116, 45.013199, 69.612396, 0.608393, -0.916298, 0.180000
84117, 54.385300, 69.007996, 0.723350, -0.916298, 0.180000
84118, 64.566299, 69.612396, 0.829177, -0.916298, 0.180000
